source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[MS min charge]	comment[MS max charge]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[fractionation method]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[crosslink strategy]	factor value[solution ph]	factor value[acquisition mode]
PXD055169-Sample-8	Homo sapiens	cultured cell	HEK293	not applicable	2	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	9.0 A	30 min	37 C	OrbitrapLUMOS_20230217_08	proteomic profiling by mass spectrometry	OrbitrapLUMOS_20230217_08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055169/OrbitrapLUMOS_20230217_08.raw	1	SEC2_RP6	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	2	8	375	1500	1.6	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=SBAP	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SBAP	pH 7	MS3
PXD055169-Sample-7	Homo sapiens	cultured cell	HEK293	not applicable	3	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	9.0 A	30 min	37 C	OrbitrapLUMOS_20230218_01	proteomic profiling by mass spectrometry	OrbitrapLUMOS_20230218_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055169/OrbitrapLUMOS_20230218_01.raw	1	SEC1_RP1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	2	8	375	1500	1.6	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=SBAP	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SBAP	pH 7	MS3
PXD055169-Sample-7	Homo sapiens	cultured cell	HEK293	not applicable	3	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	9.0 A	30 min	37 C	OrbitrapLUMOS_20230218_02	proteomic profiling by mass spectrometry	OrbitrapLUMOS_20230218_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055169/OrbitrapLUMOS_20230218_02.raw	1	SEC1_RP2	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	2	8	375	1500	1.6	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=SBAP	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SBAP	pH 7	MS3
PXD055169-Sample-7	Homo sapiens	cultured cell	HEK293	not applicable	3	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	9.0 A	30 min	37 C	OrbitrapLUMOS_20230218_03	proteomic profiling by mass spectrometry	OrbitrapLUMOS_20230218_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055169/OrbitrapLUMOS_20230218_03.raw	1	SEC1_RP3	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	2	8	375	1500	1.6	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=SBAP	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SBAP	pH 7	MS3
PXD055169-Sample-7	Homo sapiens	cultured cell	HEK293	not applicable	3	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	9.0 A	30 min	37 C	OrbitrapLUMOS_20230218_04	proteomic profiling by mass spectrometry	OrbitrapLUMOS_20230218_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055169/OrbitrapLUMOS_20230218_04.raw	1	SEC1_RP4	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	2	8	375	1500	1.6	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=SBAP	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SBAP	pH 7	MS3
PXD055169-Sample-7	Homo sapiens	cultured cell	HEK293	not applicable	3	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	9.0 A	30 min	37 C	OrbitrapLUMOS_20230218_05	proteomic profiling by mass spectrometry	OrbitrapLUMOS_20230218_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055169/OrbitrapLUMOS_20230218_05.raw	1	SEC1_RP5	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	2	8	375	1500	1.6	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=SBAP	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SBAP	pH 7	MS3
PXD055169-Sample-7	Homo sapiens	cultured cell	HEK293	not applicable	3	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	9.0 A	30 min	37 C	OrbitrapLUMOS_20230218_06	proteomic profiling by mass spectrometry	OrbitrapLUMOS_20230218_06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055169/OrbitrapLUMOS_20230218_06.raw	1	SEC1_RP6	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	2	8	375	1500	1.6	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=SBAP	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SBAP	pH 7	MS3
PXD055169-Sample-8	Homo sapiens	cultured cell	HEK293	not applicable	3	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	9.0 A	30 min	37 C	OrbitrapLUMOS_20230218_08	proteomic profiling by mass spectrometry	OrbitrapLUMOS_20230218_08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055169/OrbitrapLUMOS_20230218_08.raw	1	SEC2_RP1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	2	8	375	1500	1.6	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=SBAP	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SBAP	pH 7	MS3
PXD055169-Sample-8	Homo sapiens	cultured cell	HEK293	not applicable	3	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	9.0 A	30 min	37 C	OrbitrapLUMOS_20230218_09	proteomic profiling by mass spectrometry	OrbitrapLUMOS_20230218_09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055169/OrbitrapLUMOS_20230218_09.raw	1	SEC2_RP2	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	2	8	375	1500	1.6	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=SBAP	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SBAP	pH 7	MS3
PXD055169-Sample-8	Homo sapiens	cultured cell	HEK293	not applicable	3	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	9.0 A	30 min	37 C	OrbitrapLUMOS_20230218_10	proteomic profiling by mass spectrometry	OrbitrapLUMOS_20230218_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055169/OrbitrapLUMOS_20230218_10.raw	1	SEC2_RP3	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	2	8	375	1500	1.6	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=SBAP	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SBAP	pH 7	MS3
PXD055169-Sample-8	Homo sapiens	cultured cell	HEK293	not applicable	3	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	9.0 A	30 min	37 C	OrbitrapLUMOS_20230218_11	proteomic profiling by mass spectrometry	OrbitrapLUMOS_20230218_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055169/OrbitrapLUMOS_20230218_11.raw	1	SEC2_RP4	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	2	8	375	1500	1.6	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=SBAP	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SBAP	pH 7	MS3
PXD055169-Sample-8	Homo sapiens	cultured cell	HEK293	not applicable	3	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	9.0 A	30 min	37 C	OrbitrapLUMOS_20230218_12	proteomic profiling by mass spectrometry	OrbitrapLUMOS_20230218_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055169/OrbitrapLUMOS_20230218_12.raw	1	SEC2_RP5	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	2	8	375	1500	1.6	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=SBAP	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SBAP	pH 7	MS3
PXD055169-Sample-8	Homo sapiens	cultured cell	HEK293	not applicable	3	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	9.0 A	30 min	37 C	OrbitrapLUMOS_20230218_13	proteomic profiling by mass spectrometry	OrbitrapLUMOS_20230218_13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055169/OrbitrapLUMOS_20230218_13.raw	1	SEC2_RP6	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	2	8	375	1500	1.6	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=SBAP	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SBAP	pH 7	MS3
PXD055169-Sample-7	Homo sapiens	cultured cell	HEK293	not applicable	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	9.0 A	30 min	37 C	OrbitrapLUMOS_20230522_01	proteomic profiling by mass spectrometry	OrbitrapLUMOS_20230522_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055169/OrbitrapLUMOS_20230522_01.raw	2	SEC1_RP1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	2	8	375	1500	1.6	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=SBAP	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SBAP	pH 7	MS2
PXD055169-Sample-7	Homo sapiens	cultured cell	HEK293	not applicable	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	9.0 A	30 min	37 C	OrbitrapLUMOS_20230522_02	proteomic profiling by mass spectrometry	OrbitrapLUMOS_20230522_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055169/OrbitrapLUMOS_20230522_02.raw	2	SEC1_RP2	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	2	8	375	1500	1.6	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=SBAP	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SBAP	pH 7	MS2
PXD055169-Sample-7	Homo sapiens	cultured cell	HEK293	not applicable	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	9.0 A	30 min	37 C	OrbitrapLUMOS_20230522_03	proteomic profiling by mass spectrometry	OrbitrapLUMOS_20230522_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055169/OrbitrapLUMOS_20230522_03.raw	2	SEC1_RP3	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	2	8	375	1500	1.6	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=SBAP	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SBAP	pH 7	MS2
PXD055169-Sample-7	Homo sapiens	cultured cell	HEK293	not applicable	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	9.0 A	30 min	37 C	OrbitrapLUMOS_20230522_04	proteomic profiling by mass spectrometry	OrbitrapLUMOS_20230522_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055169/OrbitrapLUMOS_20230522_04.raw	2	SEC1_RP4	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	2	8	375	1500	1.6	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=SBAP	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SBAP	pH 7	MS2
PXD055169-Sample-7	Homo sapiens	cultured cell	HEK293	not applicable	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	9.0 A	30 min	37 C	OrbitrapLUMOS_20230522_05	proteomic profiling by mass spectrometry	OrbitrapLUMOS_20230522_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055169/OrbitrapLUMOS_20230522_05.raw	2	SEC1_RP5	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	2	8	375	1500	1.6	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=SBAP	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SBAP	pH 7	MS2
PXD055169-Sample-7	Homo sapiens	cultured cell	HEK293	not applicable	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	9.0 A	30 min	37 C	OrbitrapLUMOS_20230522_06	proteomic profiling by mass spectrometry	OrbitrapLUMOS_20230522_06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055169/OrbitrapLUMOS_20230522_06.raw	2	SEC1_RP6	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	2	8	375	1500	1.6	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=SBAP	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SBAP	pH 7	MS2
PXD055169-Sample-8	Homo sapiens	cultured cell	HEK293	not applicable	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	9.0 A	30 min	37 C	OrbitrapLUMOS_20230522_08	proteomic profiling by mass spectrometry	OrbitrapLUMOS_20230522_08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055169/OrbitrapLUMOS_20230522_08.raw	2	SEC2_RP1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	2	8	375	1500	1.6	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=SBAP	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SBAP	pH 7	MS2
PXD055169-Sample-8	Homo sapiens	cultured cell	HEK293	not applicable	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	9.0 A	30 min	37 C	OrbitrapLUMOS_20230522_09	proteomic profiling by mass spectrometry	OrbitrapLUMOS_20230522_09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055169/OrbitrapLUMOS_20230522_09.raw	2	SEC2_RP2	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	2	8	375	1500	1.6	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=SBAP	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SBAP	pH 7	MS2
PXD055169-Sample-8	Homo sapiens	cultured cell	HEK293	not applicable	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	9.0 A	30 min	37 C	OrbitrapLUMOS_20230522_10	proteomic profiling by mass spectrometry	OrbitrapLUMOS_20230522_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055169/OrbitrapLUMOS_20230522_10.raw	2	SEC2_RP3	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	2	8	375	1500	1.6	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=SBAP	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SBAP	pH 7	MS2
PXD055169-Sample-8	Homo sapiens	cultured cell	HEK293	not applicable	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	9.0 A	30 min	37 C	OrbitrapLUMOS_20230522_11	proteomic profiling by mass spectrometry	OrbitrapLUMOS_20230522_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055169/OrbitrapLUMOS_20230522_11.raw	2	SEC2_RP4	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	2	8	375	1500	1.6	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=SBAP	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SBAP	pH 7	MS2
PXD055169-Sample-8	Homo sapiens	cultured cell	HEK293	not applicable	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	9.0 A	30 min	37 C	OrbitrapLUMOS_20230522_12	proteomic profiling by mass spectrometry	OrbitrapLUMOS_20230522_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055169/OrbitrapLUMOS_20230522_12.raw	2	SEC2_RP5	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	2	8	375	1500	1.6	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=SBAP	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SBAP	pH 7	MS2
PXD055169-Sample-8	Homo sapiens	cultured cell	HEK293	not applicable	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	9.0 A	30 min	37 C	OrbitrapLUMOS_20230522_13	proteomic profiling by mass spectrometry	OrbitrapLUMOS_20230522_13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055169/OrbitrapLUMOS_20230522_13.raw	2	SEC2_RP6	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	2	8	375	1500	1.6	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=SBAP	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SBAP	pH 7	MS2
