source name	characteristics[cell type]	characteristics[disease]	characteristics[sex]	characteristics[age]	characteristics[ancestry category]	characteristics[cell line]	characteristics[biological replicate]	characteristics[organism]	characteristics[organism part]	assay name	technology type	comment[fraction identifier]	comment[label]	comment[instrument]	comment[data file]	comment[technical replicate]	comment[tool metadata]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	factor value[group]
AF.raw	not available	NT=normal	not available	not available	not available	not available	1	Lupinus mutabilis	seed	AF	proteomic profiling by mass spectrometry	1	label free sample	NT=Orbitrap Velos Pro	AF.raw	1	MaxQuant_v2.8.0.0	AC=MS:1003221;NT=Data-Dependent Acquisition	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M	NT=Acetyl (Protein N-term);MT=Variable	NT=Carbamidomethyl (C);MT=Fixed	albumin fraction
