source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[quenching reagent]	comment[reduction reagent]	comment[alkylation reagent]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[fraction set]
PXD014675-Sample-8	Homo sapiens	mitochondrion	K-562 cell	chronic myelogenous leukemia	not available	not available	1	not available	not available	strong cation exchange chromatography and size exclusion chromatography	30 A	40 min	25 C	B161209_09_Lumos_PR_IN_200_mito-DSS_18C18_Rep1	proteomic profiling by mass spectrometry	B161209_09_Lumos_PR_IN_200_mito-DSS_18C18_Rep1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD014675/B161209_09_Lumos_PR_IN_200_mito-DSS_18C18_Rep1.raw	1	18	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HCD and EThcD decision tree	not available	6 ppm	20 ppm	strong cation exchange chromatography and size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	strong cation exchange chromatography and size exclusion chromatography	0.225 mM	ammonium bicarbonate	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	18C
PXD014675-Sample-8	Homo sapiens	mitochondrion	K-562 cell	chronic myelogenous leukemia	not available	not available	1	not available	not available	strong cation exchange chromatography and size exclusion chromatography	30 A	40 min	25 C	B161209_10_Lumos_PR_IN_200_mito-DSS_18C18_Rep2	proteomic profiling by mass spectrometry	B161209_10_Lumos_PR_IN_200_mito-DSS_18C18_Rep2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD014675/B161209_10_Lumos_PR_IN_200_mito-DSS_18C18_Rep2.raw	2	18	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HCD and EThcD decision tree	not available	6 ppm	20 ppm	strong cation exchange chromatography and size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	strong cation exchange chromatography and size exclusion chromatography	0.225 mM	ammonium bicarbonate	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	18C
PXD014675-Sample-8	Homo sapiens	mitochondrion	K-562 cell	chronic myelogenous leukemia	not available	not available	1	not available	not available	strong cation exchange chromatography and size exclusion chromatography	30 A	40 min	25 C	B161209_11_Lumos_PR_IN_200_mito-DSS_18C19	proteomic profiling by mass spectrometry	B161209_11_Lumos_PR_IN_200_mito-DSS_18C19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD014675/B161209_11_Lumos_PR_IN_200_mito-DSS_18C19.raw	1	19	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HCD and EThcD decision tree	not available	6 ppm	20 ppm	strong cation exchange chromatography and size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	strong cation exchange chromatography and size exclusion chromatography	0.225 mM	ammonium bicarbonate	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	18C
PXD014675-Sample-9	Homo sapiens	mitochondrion	K-562 cell	chronic myelogenous leukemia	not available	not available	1	not available	not available	strong cation exchange chromatography and size exclusion chromatography	30 A	40 min	25 C	B161221_02_Lumos_PR_IN_200_mito-DSS_14-15D15	proteomic profiling by mass spectrometry	B161221_02_Lumos_PR_IN_200_mito-DSS_14-15D15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD014675/B161221_02_Lumos_PR_IN_200_mito-DSS_14-15D15.raw	1	15	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HCD and EThcD decision tree	not available	6 ppm	20 ppm	strong cation exchange chromatography and size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	strong cation exchange chromatography and size exclusion chromatography	0.225 mM	ammonium bicarbonate	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	14-15D
PXD014675-Sample-9	Homo sapiens	mitochondrion	K-562 cell	chronic myelogenous leukemia	not available	not available	1	not available	not available	strong cation exchange chromatography and size exclusion chromatography	30 A	40 min	25 C	B161221_03_Lumos_PR_IN_200_mito-DSS_14-15D16	proteomic profiling by mass spectrometry	B161221_03_Lumos_PR_IN_200_mito-DSS_14-15D16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD014675/B161221_03_Lumos_PR_IN_200_mito-DSS_14-15D16.raw	1	16	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HCD and EThcD decision tree	not available	6 ppm	20 ppm	strong cation exchange chromatography and size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	strong cation exchange chromatography and size exclusion chromatography	0.225 mM	ammonium bicarbonate	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	14-15D
PXD014675-Sample-10	Homo sapiens	mitochondrion	K-562 cell	chronic myelogenous leukemia	not available	not available	1	not available	not available	strong cation exchange chromatography and size exclusion chromatography	30 A	40 min	25 C	B161221_15_Lumos_PR_IN_90_mito-DSS_19-20C15	proteomic profiling by mass spectrometry	B161221_15_Lumos_PR_IN_90_mito-DSS_19-20C15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD014675/B161221_15_Lumos_PR_IN_90_mito-DSS_19-20C15.raw	1	15	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HCD and EThcD decision tree	not available	6 ppm	20 ppm	strong cation exchange chromatography and size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	strong cation exchange chromatography and size exclusion chromatography	0.225 mM	ammonium bicarbonate	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	19-20C
PXD014675-Sample-10	Homo sapiens	mitochondrion	K-562 cell	chronic myelogenous leukemia	not available	not available	1	not available	not available	strong cation exchange chromatography and size exclusion chromatography	30 A	40 min	25 C	B161221_16_Lumos_PR_IN_90_mito-DSS_19-20C16	proteomic profiling by mass spectrometry	B161221_16_Lumos_PR_IN_90_mito-DSS_19-20C16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD014675/B161221_16_Lumos_PR_IN_90_mito-DSS_19-20C16.raw	1	16	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HCD and EThcD decision tree	not available	6 ppm	20 ppm	strong cation exchange chromatography and size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	strong cation exchange chromatography and size exclusion chromatography	0.225 mM	ammonium bicarbonate	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	19-20C
PXD014675-Sample-10	Homo sapiens	mitochondrion	K-562 cell	chronic myelogenous leukemia	not available	not available	1	not available	not available	strong cation exchange chromatography and size exclusion chromatography	30 A	40 min	25 C	B161221_17_Lumos_PR_IN_90_mito-DSS_19-20C17	proteomic profiling by mass spectrometry	B161221_17_Lumos_PR_IN_90_mito-DSS_19-20C17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD014675/B161221_17_Lumos_PR_IN_90_mito-DSS_19-20C17.raw	1	17	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HCD and EThcD decision tree	not available	6 ppm	20 ppm	strong cation exchange chromatography and size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	strong cation exchange chromatography and size exclusion chromatography	0.225 mM	ammonium bicarbonate	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	19-20C
PXD014675-Sample-10	Homo sapiens	mitochondrion	K-562 cell	chronic myelogenous leukemia	not available	not available	1	not available	not available	strong cation exchange chromatography and size exclusion chromatography	30 A	40 min	25 C	B161221_18_Lumos_PR_IN_90_mito-DSS_19-20C18	proteomic profiling by mass spectrometry	B161221_18_Lumos_PR_IN_90_mito-DSS_19-20C18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD014675/B161221_18_Lumos_PR_IN_90_mito-DSS_19-20C18.raw	1	18	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HCD and EThcD decision tree	not available	6 ppm	20 ppm	strong cation exchange chromatography and size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	strong cation exchange chromatography and size exclusion chromatography	0.225 mM	ammonium bicarbonate	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	19-20C
PXD014675-Sample-10	Homo sapiens	mitochondrion	K-562 cell	chronic myelogenous leukemia	not available	not available	1	not available	not available	strong cation exchange chromatography and size exclusion chromatography	30 A	40 min	25 C	B161221_19_Lumos_PR_IN_90_mito-DSS_19-20C19	proteomic profiling by mass spectrometry	B161221_19_Lumos_PR_IN_90_mito-DSS_19-20C19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD014675/B161221_19_Lumos_PR_IN_90_mito-DSS_19-20C19.raw	1	19	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HCD and EThcD decision tree	not available	6 ppm	20 ppm	strong cation exchange chromatography and size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	strong cation exchange chromatography and size exclusion chromatography	0.225 mM	ammonium bicarbonate	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	19-20C
PXD014675-Sample-11	Homo sapiens	mitochondrion	K-562 cell	chronic myelogenous leukemia	not available	not available	1	not available	not available	strong cation exchange chromatography and size exclusion chromatography	30 A	40 min	25 C	B170103_04_Lumos_PR_IN_90_mito-DSS_14-15C16	proteomic profiling by mass spectrometry	B170103_04_Lumos_PR_IN_90_mito-DSS_14-15C16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD014675/B170103_04_Lumos_PR_IN_90_mito-DSS_14-15C16.raw	1	16	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HCD and EThcD decision tree	not available	6 ppm	20 ppm	strong cation exchange chromatography and size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	strong cation exchange chromatography and size exclusion chromatography	0.225 mM	ammonium bicarbonate	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	14-15C
PXD014675-Sample-11	Homo sapiens	mitochondrion	K-562 cell	chronic myelogenous leukemia	not available	not available	1	not available	not available	strong cation exchange chromatography and size exclusion chromatography	30 A	40 min	25 C	B170103_05_Lumos_PR_IN_90_mito-DSS_14-15C17	proteomic profiling by mass spectrometry	B170103_05_Lumos_PR_IN_90_mito-DSS_14-15C17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD014675/B170103_05_Lumos_PR_IN_90_mito-DSS_14-15C17.raw	1	17	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HCD and EThcD decision tree	not available	6 ppm	20 ppm	strong cation exchange chromatography and size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	strong cation exchange chromatography and size exclusion chromatography	0.225 mM	ammonium bicarbonate	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	14-15C
PXD014675-Sample-11	Homo sapiens	mitochondrion	K-562 cell	chronic myelogenous leukemia	not available	not available	1	not available	not available	strong cation exchange chromatography and size exclusion chromatography	30 A	40 min	25 C	B170103_06_Lumos_PR_IN_90_mito-DSS_14-15C18	proteomic profiling by mass spectrometry	B170103_06_Lumos_PR_IN_90_mito-DSS_14-15C18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD014675/B170103_06_Lumos_PR_IN_90_mito-DSS_14-15C18.raw	1	18	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HCD and EThcD decision tree	not available	6 ppm	20 ppm	strong cation exchange chromatography and size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	strong cation exchange chromatography and size exclusion chromatography	0.225 mM	ammonium bicarbonate	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	14-15C
PXD014675-Sample-11	Homo sapiens	mitochondrion	K-562 cell	chronic myelogenous leukemia	not available	not available	1	not available	not available	strong cation exchange chromatography and size exclusion chromatography	30 A	40 min	25 C	B170103_07_Lumos_PR_IN_90_mito-DSS_14-15C19	proteomic profiling by mass spectrometry	B170103_07_Lumos_PR_IN_90_mito-DSS_14-15C19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD014675/B170103_07_Lumos_PR_IN_90_mito-DSS_14-15C19.raw	1	19	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HCD and EThcD decision tree	not available	6 ppm	20 ppm	strong cation exchange chromatography and size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	strong cation exchange chromatography and size exclusion chromatography	0.225 mM	ammonium bicarbonate	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	14-15C
PXD014675-Sample-12	Homo sapiens	mitochondrion	K-562 cell	chronic myelogenous leukemia	not available	not available	1	not available	not available	strong cation exchange chromatography and size exclusion chromatography	30 A	40 min	25 C	B170106_27_Lumos_PR_IN_90_mito-DSS_14-15A16	proteomic profiling by mass spectrometry	B170106_27_Lumos_PR_IN_90_mito-DSS_14-15A16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD014675/B170106_27_Lumos_PR_IN_90_mito-DSS_14-15A16.raw	1	16	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HCD and EThcD decision tree	not available	6 ppm	20 ppm	strong cation exchange chromatography and size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	strong cation exchange chromatography and size exclusion chromatography	0.225 mM	ammonium bicarbonate	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	14-15A
PXD014675-Sample-12	Homo sapiens	mitochondrion	K-562 cell	chronic myelogenous leukemia	not available	not available	1	not available	not available	strong cation exchange chromatography and size exclusion chromatography	30 A	40 min	25 C	B170106_28_Lumos_PR_IN_90_mito-DSS_14-15A17	proteomic profiling by mass spectrometry	B170106_28_Lumos_PR_IN_90_mito-DSS_14-15A17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD014675/B170106_28_Lumos_PR_IN_90_mito-DSS_14-15A17.raw	1	17	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HCD and EThcD decision tree	not available	6 ppm	20 ppm	strong cation exchange chromatography and size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	strong cation exchange chromatography and size exclusion chromatography	0.225 mM	ammonium bicarbonate	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	14-15A
PXD014675-Sample-13	Homo sapiens	mitochondrion	K-562 cell	chronic myelogenous leukemia	not available	not available	1	not available	not available	strong cation exchange chromatography and size exclusion chromatography	30 A	40 min	25 C	B170110_02_Lumos_PR_IN_190_mito-DSS_18A15	proteomic profiling by mass spectrometry	B170110_02_Lumos_PR_IN_190_mito-DSS_18A15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD014675/B170110_02_Lumos_PR_IN_190_mito-DSS_18A15.raw	1	15	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HCD and EThcD decision tree	not available	6 ppm	20 ppm	strong cation exchange chromatography and size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	strong cation exchange chromatography and size exclusion chromatography	0.225 mM	ammonium bicarbonate	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	18A
PXD014675-Sample-13	Homo sapiens	mitochondrion	K-562 cell	chronic myelogenous leukemia	not available	not available	1	not available	not available	strong cation exchange chromatography and size exclusion chromatography	30 A	40 min	25 C	B170110_03_Lumos_PR_IN_190_mito-DSS_18A16	proteomic profiling by mass spectrometry	B170110_03_Lumos_PR_IN_190_mito-DSS_18A16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD014675/B170110_03_Lumos_PR_IN_190_mito-DSS_18A16.raw	1	16	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HCD and EThcD decision tree	not available	6 ppm	20 ppm	strong cation exchange chromatography and size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	strong cation exchange chromatography and size exclusion chromatography	0.225 mM	ammonium bicarbonate	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	18A
PXD014675-Sample-13	Homo sapiens	mitochondrion	K-562 cell	chronic myelogenous leukemia	not available	not available	1	not available	not available	strong cation exchange chromatography and size exclusion chromatography	30 A	40 min	25 C	B170110_04_Lumos_PR_IN_190_mito-DSS_18A17	proteomic profiling by mass spectrometry	B170110_04_Lumos_PR_IN_190_mito-DSS_18A17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD014675/B170110_04_Lumos_PR_IN_190_mito-DSS_18A17.raw	1	17	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HCD and EThcD decision tree	not available	6 ppm	20 ppm	strong cation exchange chromatography and size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	strong cation exchange chromatography and size exclusion chromatography	0.225 mM	ammonium bicarbonate	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	18A
PXD014675-Sample-13	Homo sapiens	mitochondrion	K-562 cell	chronic myelogenous leukemia	not available	not available	1	not available	not available	strong cation exchange chromatography and size exclusion chromatography	30 A	40 min	25 C	B170110_05_Lumos_PR_IN_190_mito-DSS_18A18	proteomic profiling by mass spectrometry	B170110_05_Lumos_PR_IN_190_mito-DSS_18A18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD014675/B170110_05_Lumos_PR_IN_190_mito-DSS_18A18.raw	1	18	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HCD and EThcD decision tree	not available	6 ppm	20 ppm	strong cation exchange chromatography and size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	strong cation exchange chromatography and size exclusion chromatography	0.225 mM	ammonium bicarbonate	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	18A
PXD014675-Sample-13	Homo sapiens	mitochondrion	K-562 cell	chronic myelogenous leukemia	not available	not available	1	not available	not available	strong cation exchange chromatography and size exclusion chromatography	30 A	40 min	25 C	B170110_06_Lumos_PR_IN_190_mito-DSS_18A19	proteomic profiling by mass spectrometry	B170110_06_Lumos_PR_IN_190_mito-DSS_18A19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD014675/B170110_06_Lumos_PR_IN_190_mito-DSS_18A19.raw	1	19	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HCD and EThcD decision tree	not available	6 ppm	20 ppm	strong cation exchange chromatography and size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	strong cation exchange chromatography and size exclusion chromatography	0.225 mM	ammonium bicarbonate	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	18A
